District,Borewell_ID,Borewell_Depth_ft,Water_Table_Depth_ft,Pump_Age_years,Daily_Usage_hours,Soil_Type,Region_Type,Annual_Rainfall_mm,Maintenance_Frequency_per_year,Motor_Temperature_C,Vibration_Level_mms,Voltage_Fluctuation_pct,Water_Yield_LPH,Casing_Pipe_Age_years,Failure_Risk_Score,Failure_Risk_Category,Failure_Within_6Months
Anantapur,BW-ANA-01544,323.2,32.7,4.5,8.3,Sandy Loam,Rayalaseema,618.1,3,56.7,1.58,2.7,2705,2.8,34.5,Low,0
Anantapur,BW-ANA-01545,413.5,53.5,12.3,13.6,Sandy Loam,Rayalaseema,460.9,5,68.2,6.38,5.2,2710,12.6,95.0,High,1
Anantapur,BW-ANA-01546,299.0,30.2,12.0,7.2,Sandy Clay,Rayalaseema,538.3,3,57.7,6.51,4.9,2807,10.7,71.1,High,1
Anantapur,BW-ANA-01547,440.3,43.0,1.3,9.8,Sandy Clay,Rayalaseema,487.3,0,59.7,2.13,6.8,3297,2.8,59.3,Medium,0
Anantapur,BW-ANA-01548,371.9,67.1,4.4,9.4,Sandy Loam,Rayalaseema,459.0,1,60.6,0.1,12.9,2554,3.8,53.0,Medium,0
Anantapur,BW-ANA-01549,173.6,36.2,2.5,6.8,Sandy Clay,Rayalaseema,300,1,51.1,1.94,1.6,2218,0,32.8,Low,0
Anantapur,BW-ANA-01550,427.1,62.2,3.4,6.1,Sandy Clay,Rayalaseema,477.8,4,53.0,0.1,10.2,2850,1.1,36.4,Medium,0
Anantapur,BW-ANA-01551,296.5,44.4,2.2,2.1,Sandy Clay,Rayalaseema,433.6,3,52.7,3.66,9.2,3118,3.7,33.8,Low,1
Anantapur,BW-ANA-01552,184.2,52.7,11.3,5.9,Sandy Clay,Rayalaseema,435.2,3,60.9,3.18,8.1,2249,8.5,73.3,High,0
Anantapur,BW-ANA-01553,124.1,51.1,0.1,8.9,Sandy Clay,Rayalaseema,611.6,2,55.8,1.28,10.2,2525,0.6,32.0,Low,0
Anantapur,BW-ANA-01554,454.8,50.3,0.5,6.6,Sandy Loam,Rayalaseema,593.6,0,58.3,1.62,3.9,2840,0,31.0,Low,0
Anantapur,BW-ANA-01555,407.2,46.9,8.3,6.0,Sandy Clay,Rayalaseema,654.8,1,60.6,3.31,13.3,2198,6.3,77.8,High,1
Anantapur,BW-ANA-01556,253.3,42.7,0.8,9.3,Sandy Loam,Rayalaseema,578.4,2,52.3,2.23,6.0,3098,0.6,30.2,Low,0
Anantapur,BW-ANA-01557,247.9,45.6,2.9,6.0,Sandy Loam,Rayalaseema,710.6,2,48.9,1.5,6.0,2830,2.8,35.4,Medium,0
Anantapur,BW-ANA-01558,422.8,41.2,0.9,4.2,Sandy Loam,Rayalaseema,396.0,0,52.9,0.44,5.3,2718,2.3,37.2,Medium,0
Anantapur,BW-ANA-01559,189.0,45.9,2.8,6.9,Sandy Clay,Rayalaseema,479.3,1,51.9,0.89,10.7,2960,0.1,34.4,Low,0
Anantapur,BW-ANA-01560,361.5,34.5,2.2,8.2,Sandy Clay,Rayalaseema,485.8,4,60.3,0.8,15.2,2502,1.7,44.5,Medium,0
Anantapur,BW-ANA-01561,323.8,40.5,2.6,8.8,Sandy Clay,Rayalaseema,776.5,1,50.3,0.97,10.2,2673,0.5,34.9,Low,0
Anantapur,BW-ANA-01562,251.8,52.0,6.7,2.1,Sandy Loam,Rayalaseema,517.7,1,57.0,3.5,11.4,2689,7.7,63.3,Medium,0
Anantapur,BW-ANA-01563,296.7,40.6,0.9,7.9,Sandy Loam,Rayalaseema,358.8,3,55.7,2.33,5.4,2104,0.7,25.6,Low,1
Anantapur,BW-ANA-01564,245.5,49.7,4.3,7.3,Sandy Loam,Rayalaseema,535.8,2,59.5,2.05,13.0,3029,6.8,57.7,Medium,0
Anantapur,BW-ANA-01565,369.6,60.4,0.3,9.1,Sandy Loam,Rayalaseema,535.2,3,54.2,1.71,5.5,2921,3.4,34.4,Low,0
Anantapur,BW-ANA-01566,276.7,49.6,1.2,3.8,Sandy Loam,Rayalaseema,436.6,1,50.1,0.92,4.6,2715,0.1,27.2,Low,0
Anantapur,BW-ANA-01567,259.2,61.0,2.0,6.8,Sandy Clay,Rayalaseema,543.6,3,58.0,2.39,12.0,2479,2.3,42.9,Medium,1
Anantapur,BW-ANA-01568,266.9,46.6,3.7,4.6,Sandy Clay,Rayalaseema,661.9,0,54.6,1.73,4.2,3056,6.3,53.5,Medium,0
Anantapur,BW-ANA-01569,290.9,64.5,8.9,11.0,Sandy Loam,Rayalaseema,546.0,1,64.0,5.48,6.4,2477,10.2,88.4,High,1
Anantapur,BW-ANA-01570,94.5,44.5,15.9,5.0,Sandy Clay,Rayalaseema,524.9,5,66.0,5.32,3.1,2365,16.0,87.4,High,1
Anantapur,BW-ANA-01571,270.1,44.2,4.2,10.5,Sandy Loam,Rayalaseema,347.6,0,55.7,1.88,4.2,2790,6.2,49.4,Medium,0
Anantapur,BW-ANA-01572,284.4,61.4,0.9,7.9,Sandy Loam,Rayalaseema,644.4,3,55.3,1.74,0.4,2833,0.8,33.2,Low,0
Anantapur,BW-ANA-01573,328.9,43.6,1.3,9.4,Sandy Loam,Rayalaseema,300,2,52.3,1.98,3.0,2062,3.0,33.2,Low,0
Anantapur,BW-ANA-01574,366.2,44.8,10.0,10.5,Sandy Clay,Rayalaseema,403.9,1,62.3,5.27,14.3,2405,8.4,93.0,High,1
Anantapur,BW-ANA-01575,557.0,64.8,1.4,11.0,Sandy Clay,Rayalaseema,566.1,2,53.0,1.31,3.2,2610,0,29.5,Low,0
Anantapur,BW-ANA-01576,428.4,34.5,6.4,9.9,Sandy Clay,Rayalaseema,308.9,3,59.0,3.73,4.3,2881,6.5,54.2,Medium,1
Anantapur,BW-ANA-01577,183.3,49.7,5.0,11.9,Sandy Loam,Rayalaseema,622.3,3,61.8,2.16,6.7,2800,4.7,52.4,Medium,1
Anantapur,BW-ANA-01578,400.0,58.8,2.5,6.1,Sandy Clay,Rayalaseema,672.1,2,54.2,1.84,3.5,2614,0,35.1,Medium,0
Anantapur,BW-ANA-01579,317.1,50.7,2.5,7.6,Sandy Clay,Rayalaseema,406.6,3,55.9,1.81,3.4,2448,4.3,35.4,Medium,0
Anantapur,BW-ANA-01580,192.4,61.0,5.6,7.9,Sandy Clay,Rayalaseema,417.4,0,64.5,4.29,14.5,2377,7.0,81.9,High,1
Anantapur,BW-ANA-01581,152.9,47.1,1.7,9.8,Sandy Loam,Rayalaseema,380.7,3,58.0,0.89,12.7,2711,5.0,42.5,Medium,1
Anantapur,BW-ANA-01582,214.7,48.7,5.3,10.6,Sandy Clay,Rayalaseema,426.5,5,53.4,3.55,7.0,2210,3.5,52.6,Medium,0
Anantapur,BW-ANA-01583,383.8,52.1,0.4,6.9,Sandy Clay,Rayalaseema,518.4,0,47.2,0.5,3.2,2050,1.3,32.7,Low,1
Anantapur,BW-ANA-01584,343.6,29.9,8.0,5.5,Sandy Loam,Rayalaseema,643.9,2,57.2,4.48,3.4,2333,8.5,58.2,Medium,0
Anantapur,BW-ANA-01585,419.6,57.4,3.3,10.3,Sandy Clay,Rayalaseema,503.4,2,50.7,0.98,3.8,2633,4.3,37.3,Medium,0
Anantapur,BW-ANA-01586,195.4,51.7,1.6,6.9,Sandy Loam,Rayalaseema,450.2,1,55.0,2.34,9.3,2420,1.5,35.0,Medium,0
Anantapur,BW-ANA-01587,456.2,47.4,0.9,6.4,Sandy Loam,Rayalaseema,670.0,1,49.0,0.42,8.0,2679,1.5,30.9,Low,0
Anantapur,BW-ANA-01588,258.2,46.9,0.9,4.6,Sandy Clay,Rayalaseema,496.5,2,50.4,1.11,7.4,3030,2.4,25.5,Low,0
Anantapur,BW-ANA-01589,353.6,68.8,0.6,8.0,Sandy Loam,Rayalaseema,300,0,63.2,2.53,8.7,2729,1.1,56.4,Medium,1
Anantapur,BW-ANA-01590,296.8,45.9,9.4,6.3,Sandy Clay,Rayalaseema,415.8,1,58.5,3.72,6.7,2559,10.9,72.2,High,1
Anantapur,BW-ANA-01591,294.7,39.1,3.4,8.4,Sandy Loam,Rayalaseema,568.3,1,61.1,3.26,2.3,2549,2.1,46.8,Medium,1
Anantapur,BW-ANA-01592,473.8,31.9,2.4,8.3,Sandy Clay,Rayalaseema,426.2,1,51.4,0.67,13.1,2751,2.1,36.8,Medium,0
Anantapur,BW-ANA-01593,269.4,46.0,27.2,7.6,Sandy Loam,Rayalaseema,300,1,72.5,10.14,8.6,2308,25.1,100.0,High,1
Anantapur,BW-ANA-01594,237.1,53.3,2.6,7.3,Sandy Clay,Rayalaseema,379.2,3,52.9,1.91,10.4,2583,0,46.7,Medium,1
Anantapur,BW-ANA-01595,474.2,42.5,1.5,1.4,Sandy Clay,Rayalaseema,513.4,0,54.5,0.1,9.2,2930,1.3,30.1,Low,0
Anantapur,BW-ANA-01596,314.1,35.8,1.8,7.0,Sandy Clay,Rayalaseema,574.9,3,52.4,2.37,6.0,3187,0,37.2,Medium,0
Anantapur,BW-ANA-01597,434.7,44.7,6.8,8.3,Sandy Clay,Rayalaseema,395.1,4,53.2,3.06,6.5,2613,3.5,42.9,Medium,0
Anantapur,BW-ANA-01598,387.8,39.6,3.1,7.2,Sandy Loam,Rayalaseema,552.3,3,55.6,2.57,7.0,2254,3.2,40.8,Medium,0
Anantapur,BW-ANA-01599,224.2,43.1,1.3,11.7,Sandy Clay,Rayalaseema,524.1,2,57.5,1.75,18.1,2114,4.6,55.2,Medium,1
Anantapur,BW-ANA-01600,191.4,42.9,2.6,10.1,Sandy Clay,Rayalaseema,580.8,5,52.5,0.82,3.9,2474,2.8,26.5,Low,1
Anantapur,BW-ANA-01601,356.1,45.4,0.5,5.5,Sandy Clay,Rayalaseema,726.3,2,44.9,0.11,0.7,2274,0.7,7.5,Low,0
Anantapur,BW-ANA-01602,339.6,51.9,0.7,2.8,Sandy Clay,Rayalaseema,577.1,1,46.0,2.26,1.3,2532,0.0,9.7,Low,0
Anantapur,BW-ANA-01603,396.0,41.9,5.3,5.7,Sandy Loam,Rayalaseema,613.6,1,58.0,3.23,7.3,2697,8.3,56.8,Medium,1
Anantapur,BW-ANA-01604,344.0,58.2,11.1,12.2,Sandy Clay,Rayalaseema,372.0,5,59.7,5.49,6.5,2802,13.4,85.5,High,1
Anantapur,BW-ANA-01605,264.9,49.0,2.4,3.4,Sandy Loam,Rayalaseema,455.4,0,50.2,0.61,2.3,2854,0,33.3,Low,0
Anantapur,BW-ANA-01606,272.7,38.0,3.8,12.8,Sandy Clay,Rayalaseema,443.8,0,56.1,4.0,4.8,2560,6.2,58.4,Medium,0
Anantapur,BW-ANA-01607,296.5,54.9,2.0,9.0,Sandy Loam,Rayalaseema,365.7,2,56.1,0.6,9.2,2267,0.5,39.5,Medium,0
Anantapur,BW-ANA-01608,268.2,45.0,1.4,12.3,Sandy Loam,Rayalaseema,389.6,3,48.1,1.48,4.8,3157,1.4,28.5,Low,0
Anantapur,BW-ANA-01609,350.4,40.9,0.7,8.6,Sandy Loam,Rayalaseema,300,0,51.3,2.27,9.3,2482,0,38.8,Medium,0
Anantapur,BW-ANA-01610,472.6,48.1,4.0,5.6,Sandy Loam,Rayalaseema,527.1,2,60.4,2.56,7.2,2783,1.2,49.0,Medium,0
Anantapur,BW-ANA-01611,269.6,45.8,5.1,1.9,Sandy Clay,Rayalaseema,565.6,2,53.6,3.0,3.6,2584,6.9,49.4,Medium,0
Anantapur,BW-ANA-01612,214.3,46.1,7.9,15.0,Sandy Loam,Rayalaseema,549.1,2,64.5,3.59,12.7,2779,7.3,82.0,High,0
Anantapur,BW-ANA-01613,510.1,39.5,6.3,6.5,Sandy Loam,Rayalaseema,494.1,3,62.8,4.05,13.1,2802,10.6,77.0,High,1
Anantapur,BW-ANA-01614,233.2,46.2,11.6,12.5,Sandy Loam,Rayalaseema,664.9,0,68.6,4.84,8.8,2730,12.4,100.0,High,1
Anantapur,BW-ANA-01615,401.6,46.0,9.6,16.2,Sandy Clay,Rayalaseema,668.6,3,67.3,4.31,11.8,2375,6.2,96.4,High,1
Anantapur,BW-ANA-01616,362.9,52.3,2.9,9.0,Sandy Clay,Rayalaseema,513.3,3,57.7,2.28,12.9,2981,4.8,61.8,Medium,0
Anantapur,BW-ANA-01617,324.0,52.4,9.2,6.5,Sandy Clay,Rayalaseema,606.9,0,60.9,5.78,9.1,2443,10.4,81.0,High,0
Sri Sathya Sai,BW-SRI-01618,194.2,64.9,0.5,5.8,Sandy Loam,Rayalaseema,518.2,3,44.3,0.1,2.8,2991,1.9,17.4,Low,0
Sri Sathya Sai,BW-SRI-01619,323.7,73.9,3.5,5.3,Sandy Loam,Rayalaseema,588.6,1,52.0,1.43,0.0,2449,2.5,37.9,Medium,1
Sri Sathya Sai,BW-SRI-01620,185.6,63.8,1.2,9.7,Sandy Loam,Rayalaseema,663.9,3,54.7,0.84,3.3,2184,2.2,26.1,Low,0
Sri Sathya Sai,BW-SRI-01621,98.5,48.5,7.6,4.1,Sandy Loam,Rayalaseema,455.1,2,51.4,2.43,6.1,2873,4.8,49.7,Medium,1
Sri Sathya Sai,BW-SRI-01622,381.9,46.1,4.2,8.8,Sandy Clay,Rayalaseema,338.6,1,52.7,3.17,14.5,2659,5.9,55.8,Medium,1
Sri Sathya Sai,BW-SRI-01623,179.4,34.5,3.6,9.9,Sandy Loam,Rayalaseema,388.4,3,53.0,2.21,3.1,2395,2.4,33.5,Low,0
Sri Sathya Sai,BW-SRI-01624,414.0,65.1,1.5,9.0,Sandy Clay,Rayalaseema,536.9,4,53.5,2.49,2.1,2527,2.0,34.7,Low,0
Sri Sathya Sai,BW-SRI-01625,428.2,72.8,6.2,6.8,Sandy Loam,Rayalaseema,300,1,61.0,2.47,3.7,2501,5.2,60.3,Medium,1
Sri Sathya Sai,BW-SRI-01626,333.6,69.6,30.5,9.0,Sandy Loam,Rayalaseema,438.8,2,81.0,11.53,0.4,2631,31.2,100.0,High,1
Sri Sathya Sai,BW-SRI-01627,489.4,68.1,15.5,7.2,Sandy Loam,Rayalaseema,761.7,2,66.9,7.76,8.2,2416,15.1,100.0,High,1
Sri Sathya Sai,BW-SRI-01628,489.6,59.5,14.8,6.3,Sandy Loam,Rayalaseema,370.0,2,66.7,4.88,1.3,2246,12.0,99.1,High,1
Sri Sathya Sai,BW-SRI-01629,222.8,50.9,0.5,4.5,Sandy Clay,Rayalaseema,668.5,4,55.6,0.47,14.7,2794,0,42.8,Medium,0
Sri Sathya Sai,BW-SRI-01630,121.2,71.2,3.0,9.1,Sandy Loam,Rayalaseema,471.1,2,56.5,2.38,9.8,3000,4.3,49.7,Medium,0
Sri Sathya Sai,BW-SRI-01631,252.1,76.0,4.8,4.0,Sandy Clay,Rayalaseema,300,2,57.3,0.93,12.3,2463,6.5,52.3,Medium,0
Sri Sathya Sai,BW-SRI-01632,473.8,60.7,3.0,7.1,Sandy Loam,Rayalaseema,474.5,3,51.1,4.17,7.6,2851,2.8,52.7,Medium,0
Sri Sathya Sai,BW-SRI-01633,385.7,68.5,4.1,7.4,Sandy Clay,Rayalaseema,468.5,0,56.4,4.26,3.5,1727,5.2,57.6,Medium,0
Sri Sathya Sai,BW-SRI-01634,228.1,70.2,5.3,5.8,Sandy Loam,Rayalaseema,526.2,2,56.5,5.26,11.5,2718,10.6,78.2,High,1
Sri Sathya Sai,BW-SRI-01635,369.1,59.4,0.9,6.6,Sandy Clay,Rayalaseema,525.3,4,53.9,1.28,8.2,2732,1.4,26.7,Low,0
Sri Sathya Sai,BW-SRI-01636,462.1,75.5,14.2,7.8,Sandy Loam,Rayalaseema,575.5,1,68.5,5.91,10.2,2902,12.7,100.0,High,1
Sri Sathya Sai,BW-SRI-01637,329.8,60.0,15.6,6.4,Sandy Loam,Rayalaseema,468.9,3,65.6,5.48,7.7,2210,13.5,98.5,High,1
Sri Sathya Sai,BW-SRI-01638,315.5,50.5,0.9,11.4,Sandy Clay,Rayalaseema,577.1,2,50.9,2.54,6.5,3163,0,33.0,Low,0
Sri Sathya Sai,BW-SRI-01639,290.3,79.0,4.7,14.6,Sandy Clay,Rayalaseema,680.5,1,57.9,4.71,8.7,2486,6.6,69.2,High,1
Sri Sathya Sai,BW-SRI-01640,319.0,58.7,1.2,4.5,Sandy Clay,Rayalaseema,445.6,2,56.0,1.02,8.3,2189,3.2,34.7,Low,0
Sri Sathya Sai,BW-SRI-01641,195.3,58.5,4.0,7.5,Sandy Clay,Rayalaseema,399.0,4,62.4,2.12,6.7,2471,5.1,51.8,Medium,0
Sri Sathya Sai,BW-SRI-01642,390.4,58.6,0.9,7.1,Sandy Loam,Rayalaseema,643.2,1,52.6,2.1,7.5,2290,2.0,39.6,Medium,0
Sri Sathya Sai,BW-SRI-01643,361.6,66.7,12.0,8.6,Sandy Loam,Rayalaseema,474.7,3,58.4,5.89,5.6,2402,14.1,80.8,High,1
Sri Sathya Sai,BW-SRI-01644,383.7,55.2,0.8,9.5,Sandy Loam,Rayalaseema,572.7,0,50.8,0.74,7.4,2784,2.5,44.9,Medium,0
Sri Sathya Sai,BW-SRI-01645,192.9,58.1,6.1,10.5,Sandy Clay,Rayalaseema,505.0,4,64.7,3.53,11.2,2112,6.8,60.9,Medium,0
Sri Sathya Sai,BW-SRI-01646,276.5,62.1,2.1,7.8,Sandy Clay,Rayalaseema,412.0,3,51.7,2.94,7.0,2152,3.4,44.4,Medium,0
Sri Sathya Sai,BW-SRI-01647,345.6,73.1,1.4,7.2,Sandy Loam,Rayalaseema,352.3,0,50.0,1.45,9.7,3035,0,39.0,Medium,0
Sri Sathya Sai,BW-SRI-01648,226.7,65.0,3.1,7.5,Sandy Loam,Rayalaseema,464.5,1,60.2,1.33,9.5,2840,5.9,58.8,Medium,1
Sri Sathya Sai,BW-SRI-01649,274.3,55.1,4.7,4.6,Sandy Clay,Rayalaseema,487.7,0,53.7,2.63,5.3,2337,6.7,56.3,Medium,1
Sri Sathya Sai,BW-SRI-01650,250.1,61.8,1.4,5.5,Sandy Clay,Rayalaseema,751.8,3,50.9,2.0,2.5,2795,1.0,16.7,Low,0
Sri Sathya Sai,BW-SRI-01651,292.2,50.8,4.2,6.0,Sandy Loam,Rayalaseema,531.2,1,55.9,2.45,11.5,2217,5.1,63.5,Medium,0
Sri Sathya Sai,BW-SRI-01652,228.5,67.8,12.2,6.9,Sandy Loam,Rayalaseema,424.0,0,70.8,5.18,11.8,1660,11.7,100.0,High,1
Sri Sathya Sai,BW-SRI-01653,320.6,53.9,8.7,4.5,Sandy Loam,Rayalaseema,577.6,2,62.8,4.63,6.3,3072,10.4,67.4,High,0
Sri Sathya Sai,BW-SRI-01654,258.5,63.4,10.1,13.3,Sandy Loam,Rayalaseema,388.2,0,60.1,3.63,9.1,2445,8.2,77.3,High,1
Sri Sathya Sai,BW-SRI-01655,327.9,49.6,6.1,9.6,Sandy Loam,Rayalaseema,472.2,3,61.8,0.83,8.3,2591,5.3,51.0,Medium,0
Sri Sathya Sai,BW-SRI-01656,335.3,58.5,28.0,11.8,Sandy Clay,Rayalaseema,752.2,2,75.9,8.88,9.1,3087,24.7,100.0,High,1
Sri Sathya Sai,BW-SRI-01657,203.5,58.1,11.5,11.6,Sandy Clay,Rayalaseema,625.0,1,73.6,5.91,14.7,2460,9.8,100.0,High,1
Sri Sathya Sai,BW-SRI-01658,327.4,67.1,1.6,6.5,Sandy Loam,Rayalaseema,489.3,2,53.7,1.17,5.8,2467,1.9,35.3,Medium,0
Sri Sathya Sai,BW-SRI-01659,268.8,61.1,2.1,4.3,Sandy Loam,Rayalaseema,548.0,0,55.4,2.02,11.5,2639,3.4,54.4,Medium,0
Sri Sathya Sai,BW-SRI-01660,236.6,72.0,4.6,4.6,Sandy Clay,Rayalaseema,300,1,52.3,1.67,2.4,2160,2.4,38.9,Medium,0
Sri Sathya Sai,BW-SRI-01661,588.1,73.3,2.0,8.0,Sandy Clay,Rayalaseema,548.3,1,50.6,2.26,14.4,2944,1.9,42.3,Medium,0
Sri Sathya Sai,BW-SRI-01662,173.8,64.0,4.6,7.1,Sandy Loam,Rayalaseema,404.8,0,50.1,3.15,9.3,2176,2.1,43.6,Medium,0
Sri Sathya Sai,BW-SRI-01663,385.3,71.4,2.4,3.4,Sandy Clay,Rayalaseema,612.2,1,50.7,3.62,14.6,2423,6.1,55.9,Medium,0
Sri Sathya Sai,BW-SRI-01664,266.0,54.6,6.0,9.3,Sandy Clay,Rayalaseema,491.0,0,57.6,3.29,0.0,2309,4.2,62.9,Medium,0
Sri Sathya Sai,BW-SRI-01665,243.8,55.9,4.8,8.4,Sandy Loam,Rayalaseema,555.6,0,52.9,4.55,9.5,2781,4.1,68.1,High,0
Sri Sathya Sai,BW-SRI-01666,249.2,53.9,3.3,4.2,Sandy Loam,Rayalaseema,453.6,1,60.9,1.84,9.3,1888,1.4,47.6,Medium,0
Sri Sathya Sai,BW-SRI-01667,370.6,71.8,0.1,9.4,Sandy Loam,Rayalaseema,679.0,2,60.5,1.75,15.3,2432,3.2,55.5,Medium,0
Sri Sathya Sai,BW-SRI-01668,345.3,62.4,16.7,11.1,Sandy Loam,Rayalaseema,390.5,1,75.5,7.68,15.8,2824,17.8,100.0,High,1
Sri Sathya Sai,BW-SRI-01669,149.4,55.3,13.5,5.3,Sandy Clay,Rayalaseema,360.9,1,61.6,6.09,8.6,2190,10.8,95.6,High,0
Sri Sathya Sai,BW-SRI-01670,306.0,72.5,8.8,9.6,Sandy Clay,Rayalaseema,361.1,0,57.6,2.88,11.5,3021,10.5,89.0,High,1
Sri Sathya Sai,BW-SRI-01671,325.4,64.7,5.3,5.8,Sandy Loam,Rayalaseema,372.0,3,56.3,2.76,3.6,2745,5.3,42.4,Medium,0
Sri Sathya Sai,BW-SRI-01672,273.0,55.1,0.9,9.3,Sandy Clay,Rayalaseema,425.8,1,61.4,0.1,7.2,2924,0,44.3,Medium,0
Sri Sathya Sai,BW-SRI-01673,346.8,80.5,7.3,4.4,Sandy Loam,Rayalaseema,300,2,66.2,5.02,12.0,1979,4.7,66.0,High,0
Sri Sathya Sai,BW-SRI-01674,282.2,67.4,13.6,10.0,Sandy Loam,Rayalaseema,442.6,3,60.4,6.43,4.9,2458,16.0,98.4,High,1
Sri Sathya Sai,BW-SRI-01675,206.6,55.5,0.4,2.9,Sandy Loam,Rayalaseema,500.6,3,46.7,2.5,5.5,2346,0.3,19.4,Low,0
Sri Sathya Sai,BW-SRI-01676,354.3,65.5,2.0,2.8,Sandy Loam,Rayalaseema,436.2,5,48.5,1.16,11.0,2880,2.3,27.1,Low,0
Sri Sathya Sai,BW-SRI-01677,261.0,59.2,5.0,13.4,Sandy Clay,Rayalaseema,539.4,0,68.3,3.17,8.8,2685,8.3,87.5,High,1
Sri Sathya Sai,BW-SRI-01678,384.3,54.4,5.2,10.5,Sandy Loam,Rayalaseema,492.2,4,61.3,3.66,13.0,2725,4.2,60.5,Medium,1
Sri Sathya Sai,BW-SRI-01679,417.1,64.7,16.7,4.9,Sandy Clay,Rayalaseema,521.8,1,66.8,7.52,3.8,2630,17.3,100.0,High,1
Sri Sathya Sai,BW-SRI-01680,271.3,55.0,6.7,8.8,Sandy Clay,Rayalaseema,567.7,3,65.2,3.53,11.8,2580,5.2,72.4,High,1
Sri Sathya Sai,BW-SRI-01681,360.7,57.8,15.9,9.4,Sandy Loam,Rayalaseema,491.7,2,74.1,7.96,10.8,2688,18.7,100.0,High,1
Sri Sathya Sai,BW-SRI-01682,395.3,70.1,1.2,1.0,Sandy Loam,Rayalaseema,564.8,4,45.2,1.42,2.8,2909,1.1,4.4,Low,0
Sri Sathya Sai,BW-SRI-01683,465.0,59.9,14.4,5.6,Sandy Clay,Rayalaseema,643.9,4,66.0,7.95,11.4,2957,16.5,100.0,High,1
Sri Sathya Sai,BW-SRI-01684,196.9,59.4,1.5,9.8,Sandy Loam,Rayalaseema,320.1,2,55.1,1.27,2.3,2087,2.3,39.0,Medium,1
Sri Sathya Sai,BW-SRI-01685,317.1,47.8,7.2,5.5,Sandy Loam,Rayalaseema,335.9,2,54.2,2.18,5.5,2598,3.8,50.2,Medium,0
Sri Sathya Sai,BW-SRI-01686,116.5,66.5,1.9,6.3,Sandy Loam,Rayalaseema,472.9,1,47.9,0.1,6.4,2452,1.5,27.0,Low,0
Sri Sathya Sai,BW-SRI-01687,266.2,60.5,0.4,12.6,Sandy Clay,Rayalaseema,413.1,1,55.0,1.0,5.0,2371,0,36.5,Medium,0
Sri Sathya Sai,BW-SRI-01688,214.3,60.8,6.0,8.1,Sandy Clay,Rayalaseema,524.6,3,56.6,2.42,7.8,2568,6.8,46.9,Medium,0
Sri Sathya Sai,BW-SRI-01689,293.3,67.6,4.7,7.5,Sandy Clay,Rayalaseema,412.1,0,61.0,1.38,11.1,2538,7.6,71.9,High,0
Sri Sathya Sai,BW-SRI-01690,381.9,56.2,10.5,7.1,Sandy Loam,Rayalaseema,409.5,1,62.5,3.41,4.2,3070,8.0,80.1,High,1
Sri Sathya Sai,BW-SRI-01691,339.6,58.3,5.1,2.7,Sandy Loam,Rayalaseema,546.9,4,56.8,2.73,7.2,2781,5.5,44.3,Medium,0
Sri Sathya Sai,BW-SRI-01692,301.1,68.4,13.0,4.3,Sandy Loam,Rayalaseema,494.9,5,62.9,5.02,11.0,2882,12.2,84.4,High,1
Sri Sathya Sai,BW-SRI-01693,316.1,61.8,6.0,7.4,Sandy Loam,Rayalaseema,592.3,1,56.6,2.87,6.2,2998,6.1,58.3,Medium,1
Sri Sathya Sai,BW-SRI-01694,279.4,54.6,6.8,4.0,Sandy Clay,Rayalaseema,552.2,1,59.1,2.42,10.6,2414,8.1,66.3,High,1
YSR Kadapa,BW-YSR-01695,137.9,40.0,9.0,6.2,Sandy Clay,Rayalaseema,699.9,3,59.8,5.05,10.9,2460,6.0,74.7,High,1
YSR Kadapa,BW-YSR-01696,414.4,35.3,10.3,10.9,Sandy Loam,Rayalaseema,482.8,3,69.2,3.66,14.3,2354,7.8,83.5,High,1
YSR Kadapa,BW-YSR-01697,289.2,42.9,0.9,7.8,Sandy Clay,Rayalaseema,374.1,2,56.2,2.69,9.7,2462,0,43.6,Medium,0
YSR Kadapa,BW-YSR-01698,301.0,45.1,0.2,9.7,Sandy Clay,Rayalaseema,659.4,0,51.9,1.33,9.4,2641,1.8,43.4,Medium,0
YSR Kadapa,BW-YSR-01699,173.8,48.5,22.5,6.8,Sandy Clay,Rayalaseema,425.8,2,74.4,8.5,2.0,2578,24.6,100.0,High,1
YSR Kadapa,BW-YSR-01700,284.4,33.3,8.2,8.6,Sandy Clay,Rayalaseema,603.7,2,60.3,4.89,3.2,2456,9.9,67.8,High,1
YSR Kadapa,BW-YSR-01701,88.6,38.6,1.1,8.7,Sandy Loam,Rayalaseema,447.3,1,47.1,0.1,3.0,2540,0,23.1,Low,0
YSR Kadapa,BW-YSR-01702,356.5,46.4,2.2,9.4,Sandy Loam,Rayalaseema,563.3,0,57.3,1.42,7.0,3007,1.3,48.5,Medium,0
YSR Kadapa,BW-YSR-01703,126.1,35.3,7.6,5.5,Sandy Loam,Rayalaseema,373.6,0,54.4,2.99,8.3,2432,9.7,70.6,High,0
YSR Kadapa,BW-YSR-01704,423.0,41.9,1.6,3.4,Sandy Clay,Rayalaseema,574.5,0,52.7,0.37,8.2,2785,1.2,36.5,Medium,0
YSR Kadapa,BW-YSR-01705,268.3,24.1,3.2,6.1,Sandy Clay,Rayalaseema,436.8,3,56.6,1.02,9.9,2451,1.0,34.1,Low,0
YSR Kadapa,BW-YSR-01706,416.7,46.4,2.7,4.5,Sandy Loam,Rayalaseema,482.9,6,55.6,2.83,11.4,2890,3.7,44.7,Medium,1
